"ADCClsTerm","InstDataPoint","Class","Course","ADCClsShortTitle","ADCClsPrefix","ADCClsNumber","ADCClsSection","ADCClsStartDate","ADCClsEndDate","ADCClsCurrentStatus","ADCClsIMethod","ADCClsCUCredits","ADCClsCEUnits","ADCClsCapacity","ADCClsActiveStuCt","ClsAvailSeats","ADCClsAcadLevel","ADCClsFTEContactHrs","ADCClsFTEStuCt","ADCClsTotalFTE","ADCClsMeetDays01","ADCClsMeetDays02","ADCClsMeetDays03","ADCClsMeetDays04","ADCClsMeetDays05","ADCClsMeetDays06","ADCClsMeetDays07","ADCClsMeetDays08","ADCClsMeetDays09","ADCClsMeetDays10","ADCClsMeetDays11","ADCClsMeetDays12","ADCClsMeetDays13","ADCClsMeetDays14","ADCClsMeetDays15","ADCClsMeetDays16","ADCClsMeetDays17","ADCClsMeetDays18","ADCClsMeetDays19","ADCClsMeetDays20","ADCClsMeetDays21","ADCClsMeetDays22","ADCClsMeetDays23","ADCClsMeetDays24","ADCClsMeetDays25","ADCClsMeetDays26","ADCClsMeetDays27","ADCClsMeetDays28","ADCClsMeetDays29","ADCClsMeetDays30","ADCClsMeetDays31","ADCClsMeetDays32","ADCClsMeetDays33","ADCClsMeetDays34","ADCClsMeetDays35","ADCClsMeetDays36","ADCClsMeetDays37","ADCClsMeetDays38","ADCClsMeetDays39","ADCClsMeetDays40","ADCClsStartTime01","ADCClsStartTime02","ADCClsStartTime03","ADCClsStartTime04","ADCClsStartTime05","ADCClsStartTime06","ADCClsStartTime07","ADCClsStartTime08","ADCClsStartTime09","ADCClsStartTime10","ADCClsStartTime11","ADCClsStartTime12","ADCClsStartTime13","ADCClsStartTime14","ADCClsStartTime15","ADCClsStartTime16","ADCClsStartTime17","ADCClsStartTime18","ADCClsStartTime19","ADCClsStartTime20","ADCClsStartTime21","ADCClsStartTime22","ADCClsStartTime23","ADCClsStartTime24","ADCClsStartTime25","ADCClsStartTime26","ADCClsStartTime27","ADCClsStartTime28","ADCClsStartTime29","ADCClsStartTime30","ADCClsStartTime31","ADCClsStartTime32","ADCClsStartTime33","ADCClsStartTime34","ADCClsStartTime35","ADCClsStartTime36","ADCClsStartTime37","ADCClsStartTime38","ADCClsStartTime39","ADCClsStartTime40","ADCClsEndTime01","ADCClsEndTime02","ADCClsEndTime03","ADCClsEndTime04","ADCClsEndTime05","ADCClsEndTime06","ADCClsEndTime07","ADCClsEndTime08","ADCClsEndTime09","ADCClsEndTime10","ADCClsEndTime11","ADCClsEndTime12","ADCClsEndTime13","ADCClsEndTime14","ADCClsEndTime15","ADCClsEndTime16","ADCClsEndTime17","ADCClsEndTime18","ADCClsEndTime19","ADCClsEndTime20","ADCClsEndTime21","ADCClsEndTime22","ADCClsEndTime23","ADCClsEndTime24","ADCClsEndTime25","ADCClsEndTime26","ADCClsEndTime27","ADCClsEndTime28","ADCClsEndTime29","ADCClsEndTime30","ADCClsEndTime31","ADCClsEndTime32","ADCClsEndTime33","ADCClsEndTime34","ADCClsEndTime35","ADCClsEndTime36","ADCClsEndTime37","ADCClsEndTime38","ADCClsEndTime39","ADCClsEndTime40","ADCClsCampus01","ADCClsCampus02","ADCClsCampus03","ADCClsCampus04","ADCClsCampus05","ADCClsCampus06","ADCClsCampus07","ADCClsCampus08","ADCClsCampus09","ADCClsCampus10","ADCClsCampus11","ADCClsCampus12","ADCClsCampus13","ADCClsCampus14","ADCClsCampus15","ADCClsCampus16","ADCClsCampus17","ADCClsCampus18","ADCClsCampus19","ADCClsCampus20","ADCClsCampus21","ADCClsCampus22","ADCClsCampus23","ADCClsCampus24","ADCClsCampus25","ADCClsCampus26","ADCClsCampus27","ADCClsCampus28","ADCClsCampus29","ADCClsCampus30","ADCClsCampus31","ADCClsCampus32","ADCClsCampus33","ADCClsCampus34","ADCClsCampus35","ADCClsCampus36","ADCClsCampus37","ADCClsCampus38","ADCClsCampus39","ADCClsCampus40","ADCClsBldg01","ADCClsBldg02","ADCClsBldg03","ADCClsBldg04","ADCClsBldg05","ADCClsBldg06","ADCClsBldg07","ADCClsBldg08","ADCClsBldg09","ADCClsBldg10","ADCClsBldg11","ADCClsBldg12","ADCClsBldg13","ADCClsBldg14","ADCClsBldg15","ADCClsBldg16","ADCClsBldg17","ADCClsBldg18","ADCClsBldg19","ADCClsBldg20","ADCClsBldg21","ADCClsBldg22","ADCClsBldg23","ADCClsBldg24","ADCClsBldg25","ADCClsBldg26","ADCClsBldg27","ADCClsBldg28","ADCClsBldg29","ADCClsBldg30","ADCClsBldg31","ADCClsBldg32","ADCClsBldg33","ADCClsBldg34","ADCClsBldg35","ADCClsBldg36","ADCClsBldg37","ADCClsBldg38","ADCClsBldg39","ADCClsBldg40","ADCClsRoom01","ADCClsRoom02","ADCClsRoom03","ADCClsRoom04","ADCClsRoom05","ADCClsRoom06","ADCClsRoom07","ADCClsRoom08","ADCClsRoom09","ADCClsRoom10","ADCClsRoom11","ADCClsRoom12","ADCClsRoom13","ADCClsRoom14","ADCClsRoom15","ADCClsRoom16","ADCClsRoom17","ADCClsRoom18","ADCClsRoom19","ADCClsRoom20","ADCClsRoom21","ADCClsRoom22","ADCClsRoom23","ADCClsRoom24","ADCClsRoom25","ADCClsRoom26","ADCClsRoom27","ADCClsRoom28","ADCClsRoom29","ADCClsRoom30","ADCClsRoom31","ADCClsRoom32","ADCClsRoom33","ADCClsRoom34","ADCClsRoom35","ADCClsRoom36","ADCClsRoom37","ADCClsRoom38","ADCClsRoom39","ADCClsRoom40","ClsFTETier","InstCountry","InstState","InstShortName","InstTerm","ADCClsID"
2015CE3,ET,HSD602223,HSD6022,Us History II,HSD,6022,23,10/16/15,12/11/15,A,HY,,0,10,9,1,BSP,0,8,0.55,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177303
2015CE3,ET,HSD602323,HSD6023,AHS Diploma-Govt and Eco,HSD,6023,23,10/16/15,12/11/15,A,HY,,0,10,2,8,BSP,0,2,0.07,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177304
2015CE3,ET,HSD602823,HSD6028,Multicultural Studies,HSD,6028,23,10/16/15,12/11/15,A,HY,,0,10,3,7,BSP,0,2,0.08,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177306
2015CE3,ET,HSD603823,HSD6038,AHS Earth/ Enviro Science,HSD,6038,23,10/16/15,12/11/15,A,HY,,0,10,5,5,BSP,0,5,0.19,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177307
2015CE3,ET,EMT702103,EMT7021,Paramedic Transition Course,EMT,7021,03,10/20/15,11/30/15,A,IN,,4.3,100,15,85,CE,43,15,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:50AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03 - Tier Three,US,NC,CPCC,201503,177308
2015CE3,ET,HSD604823,HSD6048,Financial Literacy,HSD,6048,23,10/16/15,12/11/15,A,HY,,0,10,4,6,BSP,0,4,0.12,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177309
2015CE3,ET,HSD607223,HSD6072,Career Planning,HSD,6072,23,10/16/15,12/11/15,A,HY,,0,10,5,5,BSP,0,4,0.08,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177310
2015CE3,ET,HSD600323,HSD6003,Adult High School English,HSD,6003,23,10/16/15,12/11/15,A,HY,,0,10,3,7,BSP,0,2,0.06,F,M,T,W,TH,F,S,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:45AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,02:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45PM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,03:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,ON,ON,ON,ON,ON,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,LINE,LINE,LINE,LINE,LINE,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177312
2015CE3,ET,ESL700101,ESL7001,Conversations in English III,ESL,7001,01,11/02/15,12/07/15,C,TR,,2,30,0,30,CE,20,0,0,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00PM,08:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177314
2015CE3,ET,MFR791090,MFR7910,Kaizen Events,MFR,7910,90,10/26/15,10/28/15,A,TR,,2.4,10,5,5,CE,24,5,0.17,M,T,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,05:00PM,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,XX,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0407,0407,0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177315
2015CE3,ET,CTP794301,CTP7943,Fire Extinguisher,CTP,7943,01,10/19/15,10/19/15,A,TR,,0.2,20,13,7,CE,2,13,0.04,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177316
2015CE3,ET,CTP794302,CTP7943,Fire Extinguisher,CTP,7943,02,10/19/15,10/19/15,A,TR,,0.2,20,6,14,CE,2,6,0.02,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177317
2015CE3,ET,CTP794303,CTP7943,Fire Extinguisher,CTP,7943,03,10/20/15,10/20/15,A,TR,,0.2,20,14,6,CE,2,14,0.04,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177318
2015CE3,ET,CTP794304,CTP7943,Fire Extinguisher,CTP,7943,04,10/20/15,10/20/15,A,TR,,0.2,20,12,8,CE,2,12,0.03,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177319
2015CE3,ET,CTP880409,CTP8804,Essential Interviewing Skills,CTP,8804,09,11/20/15,11/20/15,A,TR,,0.6,20,10,10,CE,6,10,0.09,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177321
2015CE3,ET,CKG701690,CKG7016,A Taste of Italy,CKG,7016,90,10/21/15,10/21/15,A,TR,,0.3,21,14,7,CE,3,14,0.06,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177325
2015CE3,ET,BUS711790,BUS7117,E Notary Certification,BUS,7117,90,12/03/15,12/03/15,C,IN,,0.3,20,0,20,CE,3,0,0,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177326
2015CE3,ET,ITT811140,ITT8111,CIS 110 Testout,ITT,8111,40,11/03/15,11/03/15,A,IN,,0.2,19,4,15,CE,2,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177328
2015FA,ET,WBL111M77,WBL111M,Work-Based Learning I,WBL,111M,77,10/21/15,12/11/15,A,CP,1,,5,0,5,CU,160,1,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:05AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,177338
2015CE3,ET,EMT744903,EMT7449,CPR Healthcare Provider-AED,EMT,7449,03,12/11/15,12/11/15,A,TR,,0.8,50,47,3,CE,8,47,0.55,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03 - Tier Three,US,NC,CPCC,201503,177339
2015CE3,ET,EDU7508G04,EDU7508,Differentiated Instruction,EDU,7508,G04,11/11/15,01/01/16,I,IN,,2.4,5,0,5,CE,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177341
2015CE3,ET,CTP701702,CTP7017,GibbsCAM,CTP,7017,02,11/10/15,11/10/15,A,TR,,0.8,8,3,5,CE,8,3,0.03,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177342
2015CE3,ET,ITT789101,ITT7891,ICND1,ITT,7891,01,10/26/15,11/23/15,A,IN,,4,20,11,9,CE,40,1,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177343
2015CE3,ET,DPC716890,DPC7168,Excel 3,DPC,7168,90,09/10/15,09/10/15,A,TR,,0.8,15,3,12,CE,8,3,0.03,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177345
2015CE3,ET,CTP717001,CTP7170,Coach to GROW,CTP,7170,01,10/29/15,10/30/15,C,TR,,1.6,20,0,20,CE,16,0,0,TH,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,08:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177351
2015CE3,ET,CTP716501,CTP7165,Dimensional Control of Welds,CTP,7165,01,11/11/15,11/12/15,C,TR,,1.2,20,0,20,CE,12,0,0,W,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:00PM,02:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177352
2015CE3,ET,CTP716502,CTP7165,Dimensional Control of Welds,CTP,7165,02,11/16/15,11/17/15,C,TR,,1.2,20,0,20,CE,12,0,0,M,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:00PM,02:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177353
2015CE3,ET,CTP717501,CTP7175,Business Trainer Cert.,CTP,7175,01,11/17/15,11/18/15,A,TR,,1.6,20,7,13,CE,16,7,0.16,T,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,08:30AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:00PM,05:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04 - Self Supporting,US,NC,CPCC,201503,177354
